Alignment ID,Average Rt(min),Average Mz,C1_DUO,C2_DUO,C3_DUO,C4_DUO,C5_DUO,C6_DUO,N1_DUO,N2_DUO,N3_DUO,N4_DUO,N5_DUO,N6_DUO
2030,5.072,240.15237,3928,2206,188,149,99,90,1701,1625,0,0,0,0
2033,9.471,240.64293,2589,1928,1542,1815,1295,1740,1862,1768,1663,1348,1746,1389
2035,0.537,241.0088,1512,4816,702,0,1186,373,238,398,656,332,2044,1644
2036,0.542,241.0311,1400,2848,1193,2611,1052,1782,6937,2182,1253,7534,1134,2067
2041,0.588,241.11865,940,614,557,649,964,645,980,744,690,268,546,547
2044,9.249,241.15468,598,363,532,731,200,2535,140,715,228,359,196,602
2045,0.634,241.15471,371,1246,723,328,731,569,530,500,667,1097,1313,1044
2049,18.914,241.21634,495,961,684,632,986,1071,800,899,496,1154,980,848
2052,0.601,242.11079,592,1411,876,1030,1508,1017,561,1375,1226,1090,1301,1307
2053,12.271,242.13654,2202,660,2073,2348,2408,1762,2395,2537,1680,561,1876,1986
2058,18.213,242.28487,1523,1210,1303,1427,1234,7334,1420,1286,1133,1337,1133,7674
2064,7.595,243.10136,6385,334,4514,809,626,607,2163,1865,1440,354,447,390
2066,0.553,243.10733,1882,2186,1364,2644,2368,1995,2769,2327,2114,1666,1225,2371
2067,5.294,243.1236,794,728,87,306,1304,360,530,622,938,0,159,1246
2068,1.897,243.13333,17150,5874,5738,9362,3810,3684,8355,7597,7052,1477,1661,2600
2069,0.644,243.13374,2010,1190,1928,1566,1463,1386,1774,1607,1483,655,974,1607
2070,1.415,243.1338,22071,7355,7426,12599,4031,3812,9181,8672,9340,1981,1997,3142
2074,15.645,243.21057,609,2751,2498,519,2438,2394,786,1396,1050,2335,4982,4094
2090,0.602,244.13033,4000,5666,2562,3074,4264,2981,3425,3651,2799,2088,3081,3784
2091,3.751,244.1554,2182,833,288,396,554,246,659,578,600,156,474,510
2092,0.605,244.16464,7060,4387,4266,5532,4082,4971,6674,6015,4450,2460,2820,3870
2098,11.472,244.63814,814,0,318,422,704,479,414,533,118,164,247,884
2099,12.267,244.63908,2173,751,1844,2266,1884,1692,2780,2108,1413,667,1724,2567
2103,0.497,245.02574,683,1335,438,362,1146,717,722,568,1125,1224,813,1239
2104,0.642,245.07727,1237,1519,1083,1013,1598,1760,2522,1331,1575,1512,1321,1613
2106,0.599,245.11398,1719,2570,2038,2127,2780,1707,1637,2718,1872,1496,1443,2081
2107,0.617,245.14886,1811,1779,1087,1476,2339,2930,1908,2432,1778,1168,1197,1170
2110,11.581,245.15337,516,80,96,231,148,359,311,344,80,77,190,1649
2112,2.831,245.16034,603,403,427,751,933,333,636,946,688,199,212,579
2115,4.123,245.18558,62482,4721,9715,9115,2404,3826,12325,9396,17172,1911,2423,2776
2116,4.584,245.18585,62473,7058,16051,13372,4636,7282,22394,14463,18722,2994,4609,4362
2117,3.393,245.18596,28300,4553,4594,4748,1416,1826,5813,4654,8608,801,1141,1179
2118,17.684,245.22609,5471,7832,10548,6896,11585,12258,9744,9625,7667,9532,9340,12785
2120,19.887,245.2269,4451,6228,2557,1040,6330,4028,2328,4455,3364,2767,7004,8694
2121,16.532,245.22707,12334,32033,29634,15370,32694,31524,20103,26247,22494,30727,50838,40871
2123,13.649,245.64641,520,0,0,101,521,86,493,171,252,76,281,770
2128,0.538,245.95445,351,564,478,442,839,866,656,681,357,1062,791,868
2132,0.619,246.14397,25697,11216,7420,6726,5180,6637,10361,6606,10470,3451,3644,6579
2133,1.386,246.14476,19934,11271,8079,9787,4578,3967,10037,8490,7714,1882,3620,3890
2135,0.586,246.18135,7631,6316,3952,6060,5009,4794,8247,8042,5599,2605,3064,4418
2137,4.029,246.18956,8648,829,1558,1067,423,616,1710,1282,2283,282,302,471
2138,16.492,246.23111,2318,6048,5976,2910,6379,6405,3917,5512,4907,6412,10234,8152
2143,10.133,247.08231,865,1758,1461,0,3243,330,96,541,986,753,2486,1410
2145,0.639,247.12825,18728,8305,6082,6085,5071,4813,6177,6477,10772,3584,4186,5897
2146,1.747,247.12833,16909,10003,5752,4993,3491,1651,3976,5692,9462,920,2986,2877
2147,1.29,247.129,17971,11872,7443,8027,6124,3672,5944,8331,10654,3262,5369,4919
2148,5.424,247.14392,472,1206,990,113,1333,497,609,599,708,969,1932,1558
2149,6.024,247.14561,443,2487,161,150,0,424,569,760,0,0,0,86
2152,16.991,247.22752,1167,2848,1798,1685,2035,1693,1080,1239,1165,1828,2268,2173
2153,18.926,247.24197,2012,4596,3481,3069,4925,3824,4022,4371,1985,4743,5700,4569
2156,0.596,248.12973,4131,2606,2138,2161,1772,1721,2215,2339,2988,1323,406,1820
2158,4.926,248.15221,582,462,92,464,164,90,329,148,137,0,108,180
2159,6.337,248.15302,678,698,108,167,78,76,263,277,0,0,0,0
2160,0.615,248.16031,2732,3007,2869,3953,3761,4004,4964,4723,3762,4235,2813,3795
2168,0.51,249.0444,2332,11159,921,593,2382,1169,1231,918,1654,1186,2946,2916
2169,0.604,249.10707,2079,2069,1804,1342,1330,1140,1411,1652,1977,997,1177,1251
2170,4.702,249.11031,309,352,84,0,1251,402,91,246,172,474,417,390
2177,9.507,249.64709,1569,1603,1018,1282,965,1154,1206,1064,917,830,942,930
2189,0.608,250.12897,1482,2603,4092,4617,1098,3360,3881,5904,4213,3179,1993,1354
2191,4.269,250.13731,1921,3202,126,152,75,164,377,413,76,0,154,0
2208,15.437,251.20064,444,656,1014,358,679,860,501,770,509,1679,1613,1639
2212,0.619,251.66451,1958,1035,1402,1601,1320,2790,2011,2338,2454,1178,856,1242
2223,0.599,252.10747,418,838,651,651,750,564,547,765,812,589,663,798
2226,0.611,252.14458,2338,2689,1718,1977,2166,2205,2786,2866,1509,1302,1156,2141
2228,4.086,252.16261,2452,1411,484,476,326,93,458,732,114,0,0,413
2240,1.654,253.11748,12296,3056,4622,4339,1749,4179,5939,3561,6955,2050,1146,2718
2241,2.29,253.11803,24362,6121,9037,7317,2831,7267,11467,7346,13847,4123,1956,4036
2242,1.187,253.11818,10344,5624,5011,4525,2348,4179,6439,5685,8022,2158,1950,2718
2243,0.652,253.11835,6044,3532,2702,2231,1900,2425,2791,2342,4113,1858,1950,2224
2246,11.195,253.14198,610,398,346,86,84,356,629,623,246,172,362,1377
2248,9.472,253.14417,120,165,81,128,1438,88,78,280,563,0,149,474
2249,12.254,253.14565,2684,1250,2608,2543,2993,2128,3084,3045,2123,853,2545,2928
2251,11.34,253.21687,482,259,0,0,655,92,212,210,167,0,409,327
2253,11.488,253.64345,789,0,311,279,809,436,627,639,136,89,214,1451
2254,12.229,253.64511,2519,922,2677,2191,2978,1957,2939,2769,2014,691,2644,2815
2256,0.622,254.1068,503,221,595,324,1058,222,180,218,266,382,608,766
2259,7.105,254.14967,1644,160,836,977,0,3165,161,161,188,0,0,1580
2260,13.65,254.15454,299,0,0,0,700,0,538,137,171,0,155,632
2263,14.05,254.24907,524,576,353,1054,661,138,707,1917,1138,247,818,526
2267,6.837,255.06541,450,1664,1053,456,1564,1412,691,1116,330,234,1623,1090
2268,8.708,255.06549,4243,5436,8077,748,3884,1393,1500,2976,5150,1603,6228,5897
2269,0.6,255.09882,792,576,384,624,521,541,399,420,470,249,398,444
2270,0.604,255.14641,5651,4538,2809,3782,3412,2967,4332,6004,4129,1345,1862,2895
2272,14.734,255.23195,1064,2065,1604,1133,1938,1506,1041,1433,821,1950,2879,2544
2273,14.168,255.23206,902,1342,427,197,1124,355,438,323,325,184,829,723
2275,17.275,255.23218,2919,6637,9102,8925,10739,11546,9888,9023,5701,11202,27036,13151
2277,14.798,255.62971,3481,3602,2456,3285,3162,3664,3676,3780,3549,2928,3535,3287
2281,8.723,256.06952,908,968,1238,0,948,126,200,461,635,226,964,1084
2282,0.616,256.09183,877,864,567,466,571,241,0,726,830,338,451,520
2285,10.942,256.18692,793,0,147,258,476,0,924,332,126,0,336,836
2286,3.968,256.18976,139,88,0,0,630,0,102,323,216,0,76,327
2296,8.681,257.08041,179,181,140,114,96,0,0,163,0,0,110,110
2298,0.598,257.12619,2178,2565,1987,2762,2310,1966,2692,2839,2462,2341,1533,2511
2302,0.603,257.16,1098,610,880,856,959,1603,1335,1180,973,436,632,1176
2303,18.734,257.24841,66983,88758,44839,72974,58667,45538,74436,94139,46790,57546,59124,56216
2311,0.597,258.11008,37747,28303,60000,37085,30618,53931,64792,66672,35429,82389,26884,65058
2312,0.599,258.1431,3295,3070,1354,3170,2743,1806,2931,2511,2425,758,1721,1647
2315,0.618,258.18192,997,1437,1876,1313,2033,2462,2219,1396,1612,1416,1338,2315
2317,5.563,258.20685,130,85,0,88,1460,88,126,326,598,0,76,778
2318,14.31,258.62524,2520,3556,3596,2800,2871,3703,4422,4665,2739,3110,3645,4107
2323,9.347,259.09686,237,1063,275,3017,1012,784,846,3247,878,0,178,468
2325,0.599,259.11328,3949,2912,5837,3509,2979,4918,5937,6247,3551,7902,2745,6166
2326,0.61,259.12924,180,76,150,199,234,0,283,0,262,652,222,265
2332,15.07,259.6315,1566,3025,2768,2319,3329,3450,2911,3483,2512,2689,2845,3556
2336,0.547,260.05389,2254,1074,3722,3081,1678,2219,2973,2838,2539,2093,2642,1759
2339,1.371,260.15982,21238,7814,5976,6237,3090,2781,7293,6878,7432,1607,2070,2678
2340,0.633,260.16055,29413,9948,8278,6620,4620,5844,9099,6522,12388,2813,3835,4997
2341,0.613,260.1962,20670,12688,10299,13036,9542,9648,15217,14137,14348,4698,6572,9438
2342,3.448,260.19693,16139,7342,744,1853,591,875,1111,1016,622,498,573,514
2344,0.988,260.19739,12252,4167,6942,14363,5877,6888,18884,13596,9960,3267,5764,5588
2351,12.051,261.14301,378,0,164,521,591,118,1925,545,390,94,349,964
2352,0.657,261.1441,12970,4373,2358,1603,1340,3616,3427,4637,4780,1290,1678,3221
2353,1.396,261.14493,21081,7106,7535,12483,6039,12730,10911,10026,8686,3165,3529,4692
2354,2.564,261.14526,7572,9889,23352,60735,30016,23739,31922,50466,16434,29600,35564,32534
2355,1.903,261.14542,20327,9425,15957,40550,16645,12730,20503,26480,14425,16212,16432,14203
2357,18.861,261.22058,1497,2980,984,171,2353,1250,775,1320,712,1349,3262,3318
2358,15.651,261.22168,2566,11492,9775,2174,9204,8349,3159,5973,4964,8589,20743,15591
2359,16.684,261.22183,887,1895,2203,1152,2346,2224,1901,1805,1326,2730,2676,2564
2365,3.634,262.11862,4704,2174,3238,4999,2117,1695,3841,3920,3002,1327,1187,1370
2366,14.418,262.12216,691,1226,405,333,732,533,810,905,553,417,506,676
2367,0.604,262.13748,3990,3619,1895,2598,4027,1473,1885,1868,2420,1443,2034,4104
2369,2.533,262.14859,1234,1422,3132,8115,3961,3128,4889,6500,2098,4091,4540,4283
2370,11.484,262.15097,792,158,356,493,718,810,599,602,118,141,345,1133
2371,12.232,262.15228,1838,888,1891,1869,2154,1535,2376,2122,1520,534,1522,2330
2383,4.483,263.13757,3896,4375,2697,2415,3293,1567,1988,1988,3402,1081,1574,2228
2384,3.112,263.13986,11696,3951,6430,19984,5640,4130,10221,13387,5356,3606,3336,4364
2385,3.847,263.14279,4040,4105,3188,3958,3286,2354,2220,2147,4053,1162,1834,2493
2388,13.598,263.20068,0,75,738,278,426,726,392,352,118,2188,135,1877
2389,14.677,263.2366,486,1077,560,312,1156,476,366,259,310,452,922,718
2390,17.684,263.23672,27222,38223,51967,34322,57380,61423,45443,47077,39267,49706,44749,66334
2391,19.884,263.23706,16089,22437,10506,3526,23160,14312,7968,15565,10533,9864,25806,29066
2392,16.532,263.23746,49938,144698,130028,71027,144199,142804,87764,119338,106684,147714,227973,198924
2399,0.513,264.07693,367,2030,238,85,506,310,162,323,166,231,422,752
2401,0.662,264.14532,2243,1828,11257,10474,1703,7972,9196,12840,6786,7283,5375,2244
2406,5.292,265.10538,257,557,92,116,1545,260,106,448,680,0,169,1585
2407,0.585,265.12112,3597,1015,809,1261,550,779,1021,1100,1027,677,317,414
2410,3.216,265.15485,15013,5220,4351,4550,1418,2165,5994,5563,5970,1221,1035,1572
2411,3.882,265.15509,15045,2130,3837,4550,1707,1711,5159,3722,6743,1282,1430,1333
2412,18.925,265.25272,11371,24851,19349,15925,26628,23192,21570,24403,10547,25530,27326,24871
2413,15.685,265.25275,235,294,581,810,1374,930,1139,253,256,270,489,1554
2414,17.7,265.25275,10265,38110,23936,7380,29720,25732,17295,22138,15520,26172,50066,34877
2419,0.593,266.12344,1036,1821,725,505,786,579,533,632,778,314,471,850
2421,0.556,266.1604,1917,2553,2060,2072,1975,2933,3932,2956,1577,1853,1598,2075
2429,0.61,267.05911,716,1036,322,268,815,782,1018,615,689,817,714,707
2430,8.499,267.12015,85,75,0,0,436,152,145,102,96,0,119,143
2431,2.615,267.13358,8093,2763,3143,2952,1537,2017,3599,2943,4113,1345,1606,1778
2432,0.637,267.13367,3248,4352,2686,2207,6957,3529,1917,2766,4073,5468,7356,6897
2433,1.215,267.13394,5325,2674,2335,2919,1737,1474,2938,4032,4325,1140,1568,1446
2436,0.607,267.16544,1357,1230,1641,1092,1596,2388,1985,0,1288,860,209,1692
2437,4.033,267.16757,3808,1603,598,456,278,312,653,495,916,141,76,196
2441,15.615,267.21021,130,690,621,361,910,1063,427,431,582,803,1163,964
2447,14.872,267.64694,2993,2179,3168,3173,2182,3201,2722,2486,2800,2826,2599,2501
2453,0.624,268.10333,133,1131,85,193,719,149,157,338,357,1101,401,322
2454,2.662,268.13623,1329,483,644,564,78,431,552,785,772,257,321,411
2455,0.597,268.14108,2039,1830,4430,3369,2437,2602,3592,2370,3038,5892,4638,3487
2457,9.239,268.16608,2638,462,1366,2267,0,9981,282,0,525,116,98,2533
2462,18.99,268.30048,1534,1379,1294,1984,1740,5877,1724,1565,1322,2084,1666,1718
2464,15.069,268.63879,1592,3079,3485,3162,3560,4212,3679,3684,2717,3224,3637,3908
2468,0.658,269.08771,7153,12129,11115,9315,15809,17116,12039,7628,17783,29230,23685,19734
2470,0.629,269.16043,12628,7819,6545,7381,4111,5262,8037,9284,8116,2351,3815,5315
2472,0.851,269.16068,13773,6474,5211,7381,4111,5262,7847,9284,6035,2300,2785,5315
2473,4.031,269.17471,1056,1283,250,686,3493,1065,1035,2030,2222,88,338,1792
2476,16.434,269.22668,465,646,2349,1414,2386,3763,2046,1938,1217,3625,3999,3914
2477,17.296,269.22672,172,384,1192,534,642,1415,1417,595,542,1486,731,1681
2478,16.399,269.24631,239,826,246,0,1021,192,0,77,78,550,1650,2052
2479,19.57,269.24829,1347,3481,934,825,3292,2165,1208,2071,874,1500,9502,3981
2480,18.126,269.24866,567,874,1054,1326,1330,1589,1419,1300,931,1514,1690,1409
2481,16.139,269.64517,3717,3697,3653,4021,3515,3401,3585,3655,3573,3345,2585,3165
2484,0.655,270.09213,1032,1752,1462,1214,2162,2458,1704,1121,2193,3948,3004,2776
2490,4.009,270.18054,871,531,485,514,842,282,960,772,616,111,144,639
2493,6.728,270.19315,4721,1430,0,1387,308,497,482,367,119,0,230,0
2496,14.355,270.31622,351,76,92,276,283,209,297,205,271,399,338,240
2499,11.314,270.64487,1101,984,787,838,196,936,670,771,453,373,613,238
2502,10.352,271.06039,933,1803,4827,219,3275,759,529,486,3494,1018,5391,4193
2503,8.329,271.06061,309,1206,673,82,813,621,0,269,338,155,1114,871
2506,0.629,271.14224,1833,821,236,293,1958,138,486,176,3773,2104,2490,2395
2512,11.333,271.22723,511,357,0,0,837,209,388,99,271,0,648,450
2522,0.606,272.12024,621,698,864,450,808,1033,924,1123,806,477,789,1085
2523,1.27,272.16769,3400,2947,2649,3476,2705,1773,2671,3501,2681,1470,1942,2059
2524,0.608,272.16895,7225,5429,5006,4989,3709,4445,6710,5835,4751,2505,3328,3816
2525,4.585,272.17148,5784,1496,576,1288,356,619,2107,1724,495,190,276,226
2542,16.992,273.18063,1172,5825,3180,3522,2262,3176,1557,2312,2082,3604,3240,3300
2551,0.609,274.14032,2449,2009,1514,1538,1826,1844,2313,2080,1523,887,1429,1962
2552,11.63,274.15707,1262,255,516,751,1202,568,1637,1134,547,188,483,875
2553,1.416,274.17551,7094,4246,2300,3643,1651,1308,3136,3229,2660,730,1315,1703
2555,0.618,274.17838,5873,3931,2527,2716,2260,1308,3908,3201,3661,1242,1329,2409
2560,0.594,275.13593,2221,3060,1215,1360,1213,1087,1744,1426,1680,350,716,1318
2561,10.643,275.16394,729,625,574,830,442,691,912,1103,592,258,807,740
2562,0.545,275.17084,3364,2921,2733,4363,3467,3314,6252,4295,3386,2492,1786,2970
2564,18.734,275.25919,9922,13119,6557,11257,8541,7616,11244,14496,6557,9079,8846,8777
2570,0.61,276.11984,2802,3847,2657,3158,5047,3582,3115,3634,3585,3005,2898,4450
2575,0.612,276.15494,9568,7696,5328,7006,6208,4720,6925,7172,6382,3026,4134,5867
2577,14.874,276.65302,6366,5039,6782,6899,5254,6860,6219,5614,5621,6876,5604,5631
2579,6.816,277.04681,0,185,86,0,261,204,0,0,206,0,154,193
2580,8.712,277.04828,705,1403,2815,202,1337,424,170,633,2145,605,2443,1888
2581,0.625,277.103,2296,4075,3240,3530,5209,4920,4094,3655,3207,5364,5094,5956
2583,2.773,277.11844,4455,1157,1887,2091,815,1095,2473,1947,1545,575,725,757
2584,9.644,277.12814,294,389,368,268,323,381,317,346,414,413,458,1135
2586,14.857,277.155,1770,1494,2150,1701,1508,1880,1587,1655,1840,1925,1782,1581
2587,17.275,277.21457,764,2193,2560,2922,2807,2856,3070,2865,1709,3398,6793,4065
2589,14.675,277.21579,1424,3863,2622,1090,3408,1981,1509,1665,1489,2659,3925,5997
2590,13.891,277.21588,921,2784,2568,866,4862,2932,1684,2250,1665,11342,4018,5508
2591,15.934,277.21619,980,2180,3063,1410,2912,3049,1430,1981,1958,2685,3976,4131
2609,1.205,279.10205,823,665,7256,14998,12872,7930,2689,14822,4755,2722,11176,11354
2611,1.298,279.1351,4175,2430,1601,4212,1994,1305,2874,2788,1741,1229,1111,1361
2612,0.617,279.13593,6573,2595,1408,1922,1388,815,2023,1289,1501,758,1082,1714
2616,5.202,279.17004,8532,2267,3100,2906,1103,1708,3409,3940,4441,900,841,1248
2617,6.371,279.17026,17740,6579,159,258,159,153,11952,11937,16133,3806,4538,0
2618,5.832,279.17078,16100,2657,14025,4460,3925,6371,11952,11937,16133,3806,4538,4867
2619,18.728,279.23004,3588,8084,2748,7030,4112,2508,6115,6633,3002,4269,5747,3578
2620,14.51,279.23154,4132,10652,14064,5390,19415,14543,8248,10078,8838,32158,15276,25046
2621,15.36,279.23172,1451,3712,1446,560,2714,1424,1224,690,875,1211,2826,4446
2623,16.679,279.23212,18620,40693,46464,25908,54869,54197,41848,40377,31211,54081,65412,61782
2624,12.823,279.23218,2395,3429,3874,1453,5092,211,2770,2855,2808,3782,5254,480
2625,11.896,279.23337,258,323,78,0,713,133,104,0,106,0,260,345
2626,14.304,279.64798,5688,4099,5898,8391,4441,5585,6867,6485,4820,4890,6467,4244
2630,0.521,280.09317,37738,12046,29958,18688,8517,15414,23760,24624,16376,18231,14313,13289
2634,2.385,280.12924,10870,5212,6018,6671,2372,3168,7290,6508,5021,2103,2275,2690
2635,0.611,280.13885,1814,2871,518,161,860,750,95,347,1405,646,1424,1201
2640,12.724,280.237,120,647,92,343,98,469,485,591,652,739,88,90
2643,15.123,280.65512,966,1515,1756,1631,1895,1970,1925,1826,1645,1741,1947,1787
2648,4.529,281.09604,504,147,902,1057,1149,1092,1220,698,803,149,897,874
2649,2.598,281.11252,6490,4017,2527,2026,1453,811,1466,2121,4494,372,1486,1240
2650,1.248,281.11276,3310,2018,2118,2870,1976,1618,1930,3286,2993,931,1143,1546
2651,0.843,281.11432,1014,947,682,843,670,594,1930,816,897,491,382,776
2653,1.508,281.14865,7947,3063,2402,3533,1892,1791,3138,3909,4390,1221,1448,2021
2655,0.643,281.15051,3053,1772,1831,1503,1992,1882,1472,1813,2475,712,1276,2021
2657,14.715,281.24725,1478,1299,1298,641,4871,1591,1687,1032,1277,1237,3759,3789
2658,17.684,281.24731,70564,92178,139931,81174,147221,155889,128170,115651,100354,126592,110633,162008
2659,13.937,281.24753,390,667,1191,364,1282,663,608,763,598,878,1495,1315
2660,16.51,281.24829,2748,7328,5814,3247,7571,6125,4266,5085,5486,6608,11131,8434
2663,16.229,281.66403,2128,1691,1890,2333,1557,2302,1816,2127,1977,2440,2075,1773
2665,0.602,282.1192,710,1039,0,132,831,334,453,315,382,698,376,674
2670,15.897,282.27954,7679,6068,3907,9465,3950,2041,3886,16348,8499,1946,4226,1607
2674,15.622,282.63593,4095,3145,2820,5394,3680,3583,4870,4040,3930,4550,2898,3137
2675,11.63,282.66461,1484,410,739,983,1715,690,1975,1321,963,349,688,1357
2677,0.806,283.12802,2427,1494,960,1257,1207,1136,1535,1566,2099,1069,953,1524
2678,0.625,283.12897,1763,1494,1050,1257,1308,1501,1535,1862,2006,1069,953,1632
2680,17.718,283.26242,2518,6249,5449,2447,5710,5696,3699,4600,3466,5289,8844,6936
2681,18.924,283.2634,44296,96512,76584,62642,100197,90539,82668,92228,38506,101941,105195,97323
2682,15.681,283.26343,983,1473,1566,3772,6262,3495,5236,1622,984,1168,2148,5472
2685,0.707,284.0993,1456,1531,1165,1224,1772,2173,2256,969,1438,3546,1307,1772
2699,7.099,285.07547,90,200,153,0,818,280,0,213,0,78,650,183
2700,9.128,285.07703,436,539,1224,364,1240,350,284,521,772,390,2262,461
2710,15.62,285.22119,242,1788,2058,615,2079,2620,1312,1169,1229,1920,3184,2730
2711,15.758,285.24225,4057,13732,7990,4638,12156,8015,3944,7007,7503,8486,20195,17484
2712,18.895,285.26984,1126,2198,1646,1519,2144,1870,1886,1790,1011,2591,2301,1940
2725,0.597,286.14001,474,563,547,209,1234,332,412,418,340,394,952,619
2727,0.619,286.17432,5429,2218,2234,2398,1899,2353,3702,2629,2173,1233,1329,1944
2728,3.59,286.17645,7019,3519,1092,4045,3104,381,2658,4050,1668,375,2560,803
2729,3.184,286.17651,4466,3519,3006,4045,3104,1580,2658,4050,2597,1306,2560,2351
2730,1.316,286.17657,5407,2769,2186,2912,1524,1310,2565,3614,2532,662,1346,1422
2752,0.61,287.17401,1615,1004,1117,1207,1188,1978,1626,1666,822,831,819,1083
2754,16.434,287.23724,2427,3273,10039,5914,10066,13220,8390,8619,5335,15302,17428,16457
2755,17.46,287.23764,3234,3075,7202,5560,6829,10520,7872,5978,5143,8784,6003,9814
2764,0.62,288.15842,2698,2199,1436,1622,1840,2141,2679,2186,1778,927,1096,2006
2766,4.109,288.19162,13133,4507,3730,7785,3142,2045,5161,5783,3919,878,2079,3038
2767,0.622,288.20215,11597,6398,4739,5214,3056,4290,6908,5583,6939,2139,3037,3480
2768,1.056,288.2041,5298,4148,3476,6368,2343,3477,7665,5972,4713,2029,3200,2495
2774,10.807,289.09201,730,3742,175,0,708,0,136,0,250,0,2483,522
2775,0.622,289.14313,1410,2092,1493,392,1140,145,1297,334,1452,246,1182,1608
2778,7.494,289.16541,464,418,108,328,544,80,532,555,267,0,96,487
2780,10.976,289.17993,1214,949,698,1306,772,1703,1352,1310,668,728,1148,1302
2784,11.339,289.23792,652,178,0,0,965,251,309,217,210,0,463,257
2791,15.132,289.6601,1408,2170,2671,2725,2384,2643,1992,3018,2188,2584,2888,3348
2800,0.606,290.13409,3498,3389,3001,2643,2716,3400,3536,3645,3478,2163,1614,3292
2804,0.625,290.17035,9284,5709,3655,4060,2808,2778,4684,4028,4111,1725,2913,3393
2805,1.327,290.17059,9047,5241,3146,4173,3035,1910,3849,3903,3754,2246,2442,2737
2812,11.314,290.66071,1186,845,846,750,454,763,718,878,551,645,355,445
2814,16.233,290.66852,4258,4000,4240,5047,3283,4954,4329,3743,4284,5204,4296,3697
2815,0.625,291.07056,484,1305,667,478,1250,1460,704,389,929,2039,984,1050
2821,16.211,291.17221,1449,1205,1577,1624,1137,1848,1331,1318,1214,1661,1205,1164
2825,15.412,291.23218,782,3155,1463,0,2430,1515,529,813,935,3517,3044,4173
2826,16.429,291.23254,288,1263,802,109,980,345,156,381,278,776,1460,2898
2829,14.212,291.6467,943,339,766,1428,354,770,1084,910,621,955,883,460
2838,0.526,292.19818,4731,3788,4290,2178,2830,3681,2670,3375,3183,4407,7292,6527
2839,7.14,292.20117,307,1191,188,168,532,101,188,510,0,160,600,876
2850,10.647,293.17459,492,484,356,608,310,555,843,960,488,218,650,594
2853,13.981,293.21213,241,703,491,512,1044,793,422,589,528,707,1078,1170
2855,18.853,293.24683,23642,54822,16522,3365,36753,23436,9687,22935,12013,22802,53781,62783
2856,16.079,293.24683,3180,10950,6806,1007,11055,5679,2600,4198,3962,9722,15071,20365
2857,17.316,293.2496,510,1098,119,0,529,0,127,0,76,88,769,1691
2864,0.648,294.15466,3536,5958,2422,1500,1225,1568,2165,1818,2783,1377,3078,1895
2867,6.785,294.19168,3437,1279,106,462,76,170,508,580,84,89,0,0
2875,16.049,294.25015,738,2342,1409,506,2456,1155,668,1188,881,2314,3388,4441
2887,1.355,295.12973,11170,6235,4813,5507,2728,2730,3830,6032,7190,1634,1461,2100
2888,3.034,295.12976,9719,10698,9190,19595,7259,6516,11287,12897,6962,9602,8937,7836
2890,0.603,295.16339,283,1335,1360,393,917,1538,820,1738,1189,801,726,1092
2891,3.752,295.16516,17356,7859,6587,7501,2456,3682,9255,9508,8170,2213,3092,3310
2894,14.749,295.22647,1134,3394,2370,1684,2448,2014,2000,1902,1729,3240,2905,4622
2895,11.166,295.22729,692,902,931,897,1156,655,704,936,710,1016,1087,1141
2896,12.689,295.22784,596,1440,1113,733,1562,911,812,1219,968,1615,1622,1976
2898,19.884,295.26324,59696,81974,33971,12235,75691,48887,27640,52390,36054,34442,80765,103792
2899,16.657,295.26392,793,2771,2026,423,3176,1376,1095,1078,945,1510,4777,6048
2901,0.537,296.06625,25944,12708,47365,22307,15592,33070,40922,36021,20619,55528,24404,39986
2903,0.621,296.12314,1540,1327,910,1161,845,1074,1146,1145,1195,870,729,1047
2904,1.178,296.12561,2910,1464,2146,2538,1419,1981,2965,2536,2239,1147,948,1284
2905,2.927,296.13211,1642,1669,1542,3550,1776,1365,2064,2333,1073,1413,1642,1394
2909,16.675,296.25848,3264,5897,6271,4517,8128,7574,6872,6101,5328,7632,7393,8752
2918,1.391,297.14468,1369,1929,1483,1512,4756,955,1599,1998,2098,2151,3013,1602
2919,0.621,297.14648,1063,1116,1015,1021,2036,904,1324,660,1382,1262,1944,1315
2922,15.39,297.24231,1118,3640,2005,706,3035,1841,1354,1098,1143,1734,2908,4459
2923,12.821,297.24258,2171,2945,3458,1389,4688,1931,2244,2764,2660,3616,4555,5960
2924,11,297.24283,500,589,97,0,1338,218,657,261,221,0,872,518
2925,17.671,297.27835,1878,1313,1652,1308,6549,4066,5140,1451,1120,776,2682,9683
2926,20.999,297.27887,2224,3377,885,409,2640,1704,689,2338,826,933,3419,2161
2928,14.875,297.68799,1288,1006,1121,1171,747,932,1010,1149,1000,1283,868,825
2929,0.541,298.06653,2242,1123,3799,1883,1346,2723,3733,2956,2008,4048,2093,2977
2930,1.352,298.09549,161,562,589,97,252,393,92,0,414,503,154,184
2931,2.287,298.0975,91,205,1071,471,600,793,435,692,949,816,335,737
2935,9.595,298.14096,1353,1703,1565,1465,1510,1500,1542,1598,1430,1484,1352,1248
2938,17.681,298.27441,7218,6358,9568,6990,9167,9856,9932,8126,7308,8214,5759,9719
2952,9.569,299.15836,1331,1480,1175,1242,1241,1181,1024,1333,1205,1079,1292,1140
2953,6.219,299.1701,5429,4684,78,490,76,475,8806,651,75,98,199,87
2961,17.283,299.1962,203,830,974,1062,1085,1567,1312,1148,690,1506,3789,1333
